PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
228,2021-06-06,19:17:30.91,3,1,"Mace, Storm",1000088118,Left,FC_OB,"Lucas, Andrew",1000059153,Right,SPA_B,Undefined,7,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.61438,1.312781,2.405542,2097.976793,149.527324,11:00,5.87974,-1.8357,5.97263,-34.0384,12.25843,-6.35583,4.26152,-0.13396,70.92326,-5.045909,1.264735,0.489719,,,,,,,,,,,,3.90555,6.38276,1.64863,50,5.96492,-4.49478,-112.62371,1.60229,5.01675,20.43475,-23.97525,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,5e2c1b60-c71d-11eb-8b21-2587103ee89a,76.96745,,,6.69112,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:17:30.91,2021-06-06T19:17:30.9146404-04:00,2021-06-06T23:17:30.9146404Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,f5cc1229-6cff-45c1-be0c-5840c73e37e7,54.52271,-113.44136,10.21738,5.88162,2.56159,-11.98763,1.8325,-4.69552,2.50838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
229,2021-06-06,19:17:47.89,3,2,"Mace, Storm",1000088118,Left,FC_OB,"Lucas, Andrew",1000059153,Right,SPA_B,Undefined,7,Bottom,1,1,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.74105,0.114798,2.371157,2219.1096,146.054625,10:45,5.89073,-1.69918,6.30405,-30.98856,14.49894,-8.79784,3.4142,-0.24661,71.21685,-5.718194,0.781226,0.48542,,,,,,,,,,,,5.20485,7.94815,1.52908,50,5.88426,-4.36493,-112.91699,-0.59751,6.72461,20.42737,-21.90514,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,6849ad10-c71d-11eb-8b21-2587103ee89a,77.64917,,,6.5242,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:17:47.89,2021-06-06T19:17:47.8992164-04:00,2021-06-06T23:17:47.8992164Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,903e3553-acab-4352-a113-924e7d809dad,54.19205,-113.67283,10.21368,5.89137,0.21301,-10.95257,1.69519,-4.61375,3.3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
230,2021-06-06,19:18:08.30,3,3,"Mace, Storm",1000088118,Left,FC_OB,"Lucas, Andrew",1000059153,Right,SPA_B,Undefined,7,Bottom,1,1,1,Fastball,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,77.6505,-2.520479,2.801349,2011.687244,135.999609,10:30,5.83097,-1.60198,6.22102,-36.24215,9.58264,-7.85843,0.48081,0.33008,71.65897,-9.23117,1.381339,0.487216,,,,,,,,,,,,4.8617,6.10989,1.39615,50,5.62407,-5.24127,-112.66462,-5.98568,6.25364,20.32326,-24.31487,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,74736270-c71d-11eb-8b21-2587103ee89a,77.3629,,,5.99153,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:18:08.30,2021-06-06T19:18:08.3043108-04:00,2021-06-06T23:18:08.3043108Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,3b176577-407d-46ae-9e24-2729df6d78e2,54.27703,-113.43351,10.16163,5.83313,-5.06577,-12.15743,1.59892,-5.47786,3.12682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
231,2021-06-06,19:18:40.40,3,4,"Mace, Storm",1000088118,Left,FC_OB,"Lucas, Andrew",1000059153,Right,SPA_B,Undefined,7,Bottom,1,2,1,Fastball,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,78.51801,-1.14409,2.9965,2223.397311,151.067279,11:00,5.87517,-1.74964,6.01816,-32.80273,12.03493,-5.92181,2.08029,0.53495,72.60147,-7.227324,1.932334,0.48194,89.76947,10.695705,-12.048794,7058.430429,106.81206,12.14053,-26.29011,198.8595,,-15.338827,1.856242,3.84032,6.8928,1.51803,50,5.76738,-5.75904,-114.02561,-3.23124,5.09373,19.50278,-23.03153,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,879e9c70-c71d-11eb-8b21-2587103ee89a,78.20982,12.19191,,5.91654,,,,1.71077,1.85929,-0.54039,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:18:40.40,2021-06-06T19:18:40.4088100-04:00,2021-06-06T23:18:40.4088100Z,LineDrive,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,a1a7cd84-9d69-4010-8605-ee8ad99aa9cb,54.48081,-114.78944,9.75139,5.87626,-2.32921,-11.51576,1.74749,-5.95854,2.54686,132.44446,1.71077,126.52418,-17.03149,3.00293,-0.61029,0.11864,-0.02198,0.0033,-0.00026,1.85929,24.43548,-15.26019,1.09601,-0.20378,0.04637,-0.00781,0.0011,-9E-05,-0.54039,-27.00619,-0.86737,0.22953,-0.04951,0.01065,-0.00189,0.00028,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
232,2021-06-06,19:20:50.33,4,1,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.57506,0.023607,-0.113914,1927.573712,121.682788,10:00,5.7608,-1.97683,6.15982,-39.2762,7.42363,-9.8728,2.50959,-2.9048,70.96262,-7.253996,-1.896665,0.491846,,,,,,,,,,,,5.05201,4.28953,1.99019,50,5.74263,0.56902,-111.39911,-1.08102,6.40425,18.3642,-26.73637,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,d50c3c60-c71d-11eb-8b21-2587103ee89a,76.63463,,,5.61244,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:20:50.33,2021-06-06T19:20:50.3391524-04:00,2021-06-06T23:20:50.3391524Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,09203168-b291-4851-9b14-1af9518b4370,54.33795,-112.11194,9.1821,5.76445,-0.04321,-13.36819,1.97293,0.32043,3.20212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
233,2021-06-06,19:21:08.35,4,2,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,1,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,78.16881,0.401796,1.977287,2115.937406,132.82698,10:30,5.76905,-1.92916,5.9886,-36.7362,8.40016,-7.67,3.08031,-0.73509,72.27938,-6.400627,0.598416,0.483542,,,,,,,,,,,,4.37398,4.68488,1.77699,50,5.78081,-3.63095,-113.59711,-0.31068,5.77504,18.77658,-25.98851,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,dfc794b0-c71d-11eb-8b21-2587103ee89a,77.95064,,,5.88943,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:21:08.35,2021-06-06T19:21:08.3554596-04:00,2021-06-06T23:21:08.3554596Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,8340a8d4-5ac2-46ea-ba05-d177a89c8b20,54.50715,-114.33968,9.38829,5.77277,0.7171,-12.99426,1.9251,-3.85934,2.88752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
234,2021-06-06,19:21:34.99,4,3,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,67.54321,3.126485,-0.39719,2297.869083,271.765938,3:00,5.83901,-1.70541,5.1959,-61.70562,1.7361,12.36414,3.64068,-1.04867,61.59498,-8.126695,1.792813,0.57327,,,,,,,,,,,,-6.22008,0.64189,1.73267,50,6.08295,0.23454,-97.82316,3.48775,-5.98383,16.46914,-31.55652,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,efa81080-c71d-11eb-8b21-2587103ee89a,65.74994,,,5.94823,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:21:34.99,2021-06-06T19:21:34.9925156-04:00,2021-06-06T23:21:34.9925156Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,465316a6-098f-4f12-9615-084d57699f4c,55.30056,-98.71151,8.23457,5.84891,5.18991,-15.77826,1.71131,0.55731,-2.99192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,2021-06-06,19:21:51.82,4,4,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,2,1,Fastball,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,76.74221,-0.96142,2.481526,2051.758524,166.560254,11:30,5.79653,-1.89737,5.77357,-35.81226,11.63957,-2.43988,1.91663,0.20989,70.86856,-7.568652,2.044779,0.49579,82.91941,60.333669,33.000439,4409.57379,,,,194.66822,,50.671636,5.413909,1.90591,6.62158,1.69381,50,5.69531,-4.74122,-111.4267,-2.93655,2.40846,19.0625,-23.80652,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,f9b5eac0-c71d-11eb-8b21-2587103ee89a,76.02498,98.71447,,5.87365,,,,1.62941,1.82991,-0.23876,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:21:51.82,2021-06-06T19:21:51.8273828-04:00,2021-06-06T23:21:51.8273828Z,Popup,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,89987e51-ce78-4efe-baeb-51388432a6ef,54.72471,-112.23208,9.53125,5.79813,-1.93074,-11.90326,1.89627,-4.84297,1.20423,213.179658,1.62941,50.4819,-15.69609,4.8137,-1.22032,0.28155,-0.06502,0.01365,-0.00187,1.82991,105.67394,-28.65421,3.49779,-0.57262,0.06427,-0.00591,0.00166,-0.0005,-0.23876,32.7839,3.07464,-2.39738,0.86159,-0.24718,0.06,-0.0106,0.00092,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
236,2021-06-06,19:22:30.63,4,5,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,67.39755,3.293943,-0.625009,2323.980754,281.024396,3:15,5.87286,-1.83271,5.404,-64.62881,-1.57484,18.53962,3.57708,-0.87339,61.69323,-8.503528,2.671951,0.571515,,,,,,,,,,,,-9.42036,-1.06642,1.87523,50,6.12166,0.42079,-97.69782,3.72261,-9.05663,16.15431,-33.1993,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,10d7da60-c71e-11eb-8b21-2587103ee89a,65.9518,,,5.70431,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:22:30.63,2021-06-06T19:22:30.6393380-04:00,2021-06-06T23:22:30.6393380Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,c66c3a8a-7b70-4c2f-a782-e6a6e325c942,55.0952,-98.53671,8.07715,5.88358,5.44664,-16.59965,1.84116,0.8911,-4.52832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
237,2021-06-06,19:22:59.53,4,6,"Mace, Storm",1000088118,Left,FC_OB,"McCallister, Tanner",1000018574,Right,SPA_B,Undefined,7,Bottom,1,3,2,Fastball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.36762,0.558316,1.182533,2075.609965,194.701351,12:30,5.7727,-1.87935,6.14879,-34.63679,11.04642,2.56524,3.4023,-0.57279,71.66398,-5.886879,1.64511,0.486463,,,,,,,,,,,,-1.03472,5.98918,1.78815,50,5.79724,-2.41313,-112.53488,0.11813,-1.34219,18.21764,-24.40519,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,220c9b90-c71e-11eb-8b21-2587103ee89a,77.48268,,,5.70363,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:22:59.53,2021-06-06T19:22:59.5340068-04:00,2021-06-06T23:22:59.5340068Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,bc02cb3f-a273-40e0-baa0-c6705c837bc3,54.34896,-113.23672,9.10882,5.77458,1.05835,-12.2026,1.88012,-2.36142,-0.67109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,2021-06-06,19:26:26.84,5,1,"Smith, Cy",1000052165,Right,FC_OB,"Hutchins, Ben",1000100020,Right,SPA_B,Undefined,7,Bottom,2,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,3,,90.76265,-2.186452,-1.802284,2271.893628,225.130786,1:30,5.6321,1.17905,5.47193,-17.54233,17.2884,16.13493,2.12216,0.8365,82.17385,-5.503742,1.070924,0.424769,102.93765,25.499597,-11.427142,2615.997125,107.64033,49.85044,-22.66051,393.74429,,-12.6807,5.100559,-8.77686,9.77426,-1.03237,50,5.42839,3.4224,-131.5404,-5.59477,-15.20934,30.75755,-15.23633,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,9d99f0f0-c71e-11eb-8b21-2587103ee89a,88.73639,79.275,,8.5888,,,,2.87693,2.1419,-0.81284,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:26:26.84,2021-06-06T19:26:26.8422948-04:00,2021-06-06T23:26:26.8422948Z,FlyBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,b53341d6-e78e-4c36-ba8d-2996baeb06db,55.02642,-132.7105,15.37877,5.63021,-5.01513,-7.61816,-1.17357,4.001,-7.60467,175.753969,2.87662,133.57571,-26.2163,6.31952,-1.48981,0.33643,-0.06054,0.00672,-0.00032,2.14435,64.93815,-14.43517,-0.04662,0.45895,-0.22942,0.05736,-0.00712,0.00035,-0.8127,-27.00072,4.25487,-0.93284,0.20774,-0.0473,0.00905,-0.00107,5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
239,2021-06-06,19:27:20.31,6,1,"Smith, Cy",1000052165,Right,FC_OB,"Sueltz, Keegan",1000098161,Left,SPA_B,Undefined,7,Bottom,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.25936,-0.514488,-0.915769,2238.343601,76.137501,8:30,5.57188,1.00724,4.94638,-45.04176,0.2315,-5.23,1.33216,-0.29404,73.32443,-8.661569,-1.839885,0.484275,,,,,,,,,,,,2.30095,0.74949,-0.91388,50,5.485,2.08401,-116.34072,-2.70932,3.12843,23.45382,-31.155,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,bd7f8790-c71e-11eb-8b21-2587103ee89a,77.83266,,,6.93493,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:27:20.31,2021-06-06T19:27:20.3150628-04:00,2021-06-06T23:27:20.3150628Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,45477230-e55e-4411-9130-f590d84b8bf3,55.55024,-117.4543,11.72691,5.57852,-1.2301,-15.5775,-1.0093,1.93547,1.56422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
240,2021-06-06,19:27:34.87,6,2,"Smith, Cy",1000052165,Right,FC_OB,"Sueltz, Keegan",1000098161,Left,SPA_B,Undefined,7,Bottom,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.66461,0.680554,0.622698,2300.044732,68.667356,8:15,5.56626,1.1531,5.37455,-46.45877,-1.37941,-7.30788,2.33279,1.12791,72.81409,-7.797159,-0.678342,0.483237,,,,,,,,,,,,3.8504,-0.4461,-1.20353,50,5.59437,-0.96151,-115.61807,-0.24109,5.18172,22.72257,-32.77438,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,c63090f0-c71e-11eb-8b21-2587103ee89a,77.99989,,,6.85051,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:27:34.87,2021-06-06T19:27:34.8742436-04:00,2021-06-06T23:27:34.8742436Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,d220cd95-1c18-4d5c-a7aa-61de07eb7da0,55.12355,-116.62066,11.36128,5.5731,1.20502,-16.38719,-1.15606,-1.19014,2.59086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,,,,
241,2021-06-06,19:27:51.68,6,3,"Smith, Cy",1000052165,Right,FC_OB,"Sueltz, Keegan",1000098161,Left,SPA_B,Undefined,7,Bottom,2,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.35584,0.507809,0.795825,2548.321936,59.376069,8:00,5.57197,1.27986,5.24948,-48.24164,-3.29914,-7.68449,2.02907,1.38735,73.70966,-8.218953,-0.569533,0.482503,,,,,,,,,,,,4.06355,-1.43154,-1.34688,50,5.58226,-1.29757,-115.36816,-0.68017,5.53283,19.40203,-34.1232,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,d02c42c0-c71e-11eb-8b21-2587103ee89a,78.11853,,,5.64618,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:27:51.68,2021-06-06T19:27:51.6871460-04:00,2021-06-06T23:27:51.6871460Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,7a45d5fc-f6b4-4014-8746-4018fcc86577,55.25169,-116.248,9.70102,5.57802,0.86726,-17.0616,-1.28235,-1.54848,2.76642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
242,2021-06-06,19:28:12.00,6,4,"Smith, Cy",1000052165,Right,FC_OB,"Sueltz, Keegan",1000098161,Left,SPA_B,Undefined,7,Bottom,2,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.74647,-0.03066,-2.009515,2506.468449,72.592048,8:30,5.55795,1.00553,5.33952,-46.70833,-1.01535,-7.41611,1.63681,-1.49839,73.03625,-8.49245,-3.327791,0.486515,,,,,,,,,,,,3.20358,-0.08327,-0.8188,50,5.52158,4.30609,-114.37673,-1.67432,4.27289,19.74112,-32.2851,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,dc4c0d10-c71e-11eb-8b21-2587103ee89a,77.47437,,,5.71022,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:28:12.00,2021-06-06T19:28:12.0026404-04:00,2021-06-06T23:28:12.0026404Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,da782d2a-addc-4062-a271-69b6c4c62aea,55.16007,-115.2639,9.87056,5.56422,-0.22342,-16.14255,-1.008,4.11407,2.13644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
243,2021-06-06,19:28:30.01,6,5,"Smith, Cy",1000052165,Right,FC_OB,"Sueltz, Keegan",1000098161,Left,SPA_B,Undefined,7,Bottom,2,2,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.61802,-0.743418,-0.66911,2556.261105,60.171818,8:00,5.58553,1.15585,5.35446,-48.12192,-2.48256,-6.54244,0.87808,-0.0169,73.25993,-9.438293,-1.834859,0.486229,,,,,,,,,,,,3.12744,-0.67035,-1.09088,50,5.48409,1.59012,-114.29382,-3.14395,4.17709,19.14764,-33.06941,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,e706c920-c71e-11eb-8b21-2587103ee89a,77.51989,,,5.35809,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:28:30.01,2021-06-06T19:28:30.0192548-04:00,2021-06-06T23:28:30.0192548Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,7a9b4d8f-f34e-4c5e-9a8c-f9a1e0cb33e7,55.1461,-115.15272,9.57382,5.59185,-1.66057,-16.53471,-1.158,1.40275,2.08855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
244,2021-06-06,19:30:54.45,1,1,"Agle, Davis",1000054713,Right,SPA_B,"Pennington, Jacob",1000058625,Right,FC_OB,Undefined,8,Top,0,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Double,0,0,,92.71678,-1.767568,-2.999263,2018.462691,247.964385,2:15,5.52711,1.73756,6.89345,-23.89143,6.95819,15.14835,1.92321,0.26513,86.17749,-6.259293,-0.229708,0.399757,98.75715,-11.113536,-42.375135,,,,,11.07461,,-43.990152,0.076409,-8.80126,4.38508,-1.55309,50,5.40684,6.51454,-134.91272,-4.86819,-16.46653,25.19668,-23.9699,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,3d22da60-c71f-11eb-8b21-2587103ee89a,94.28831,2.16282,,6.53929,,,,-0.05491,2.13327,-0.3724,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:30:54.45,2021-06-06T19:30:54.4524068-04:00,2021-06-06T23:30:54.4524068Z,GroundBall,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,cef2e7b4-1583-4156-a5ee-f168ea2ffba8,53.60772,-135.58483,12.59834,5.52817,-4.2288,-11.98495,-1.73273,6.95378,-8.23326,,-0.05491,104.99629,,,,,,,,2.13327,-27.91915,,,,,,,,-0.3724,-95.79126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,High,High,,,
245,2021-06-06,19:31:36.40,2,1,"Agle, Davis",1000054713,Right,SPA_B,"Metz, Reed",1000098713,Right,FC_OB,Undefined,8,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.61805,-2.980072,-4.882854,1930.653812,219.061716,1:15,5.90818,1.55828,6.73439,-13.78107,17.09902,13.11509,2.0243,-1.82139,86.07175,-5.639995,-2.503787,0.399955,,,,,,,,,,,,-8.15111,10.08178,-1.24035,50,5.7052,11.06759,-135.63321,-7.41846,-15.29722,27.59511,-13.25352,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,56221580-c71f-11eb-8b21-2587103ee89a,94.24178,,,7.5463,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:31:36.40,2021-06-06T19:31:36.4054820-04:00,2021-06-06T23:31:36.4054820Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,349e4a5f-486e-4b3c-bb87-90ca95a203a8,53.76406,-136.39687,13.79756,5.90542,-7.05168,-6.62676,-1.55249,11.49093,-7.64861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,2021-06-06,19:31:53.28,2,2,"Agle, Davis",1000054713,Right,SPA_B,"Metz, Reed",1000098713,Right,FC_OB,Undefined,8,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.99389,-2.358716,-1.269538,2191.586732,228.639641,1:30,5.95615,1.45157,6.84095,-15.24206,15.92686,16.96584,2.53332,1.7075,85.06925,-5.301273,1.831461,0.401821,,,,,,,,,,,,-9.32264,9.41292,-1.37538,50,5.79907,2.336,-135.19764,-5.94021,-17.23026,29.87043,-14.7769,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,602dcce0-c71f-11eb-8b21-2587103ee89a,93.80416,,,7.92464,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,23:31:53.28,2021-06-06T19:31:53.2878628-04:00,2021-06-06T23:31:53.2878628Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,a2506f2c-2d05-49d3-92cf-eae1ea1cbe16,53.65719,-136.00325,14.93522,5.9539,-5.54167,-7.38845,-1.44465,2.80071,-8.61513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
